run_id,framework,framework_commit,task_id,task_name,replicate_id,seed,model_id,runtime_version,start_timestamp,end_timestamp,wall_clock_seconds,stopping_reason,pass_fail,expressiveness_status,files_added,files_modified,public_api_changes,dependency_edges_added,core_touched,external_propagation,normalized_propagation,propagation_radius,repair_iterations,tokens_in,tokens_out,tool_calls,manifest_path,diff_path
RUN-T03-LAN-R4,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T03,Tool Execution Approval (HITL),4,1215,claude-3-7-sonnet-20250219,Python 3.14.2,1789985809.89,1789985964.1,154.21,success,pass,expressible,2,0,0,0,0,0,0.0,0,3,8717,1717,14,research/results/manifests\RUN-T03-LAN-R4.json,research/results/diffs\RUN-T03-LAN-R4.patch
RUN-T03-LAN-R5,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T03,Tool Execution Approval (HITL),5,1232,claude-3-7-sonnet-20250219,Python 3.14.2,1789985782.6,1789985922.28,139.68,success,pass,expressible,1,1,0,1,0,1,0.5,2,3,5135,2318,4,research/results/manifests\RUN-T03-LAN-R5.json,research/results/diffs\RUN-T03-LAN-R5.patch
RUN-T03-PYD-R1,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T03,Tool Execution Approval (HITL),1,1249,claude-3-7-sonnet-20250219,Python 3.14.2,1789985797.63,1789985932.03,134.4,success,pass,expressible,1,2,0,2,0,2,0.6667,1,2,5737,1123,8,research/results/manifests\RUN-T03-PYD-R1.json,research/results/diffs\RUN-T03-PYD-R1.patch
RUN-T03-PYD-R2,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T03,Tool Execution Approval (HITL),2,1266,claude-3-7-sonnet-20250219,Python 3.14.2,1789985703.66,1789985776.32,72.66,success,pass,expressible,1,1,0,1,0,1,0.5,1,2,11140,2153,15,research/results/manifests\RUN-T03-PYD-R2.json,research/results/diffs\RUN-T03-PYD-R2.patch
RUN-T03-PYD-R3,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T03,Tool Execution Approval (HITL),3,1283,claude-3-7-sonnet-20250219,Python 3.14.2,1789985832.68,1789985878.99,46.31,success,pass,expressible,1,1,0,1,0,1,0.5,1,3,4064,881,16,research/results/manifests\RUN-T03-PYD-R3.json,research/results/diffs\RUN-T03-PYD-R3.patch
RUN-T03-PYD-R4,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T03,Tool Execution Approval (HITL),4,1300,claude-3-7-sonnet-20250219,Python 3.14.2,1789985825.95,1789985923.91,97.96,success,pass,expressible,1,1,0,1,0,1,0.5,1,3,5737,1432,18,research/results/manifests\RUN-T03-PYD-R4.json,research/results/diffs\RUN-T03-PYD-R4.patch
RUN-T03-PYD-R5,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T03,Tool Execution Approval (HITL),5,1317,claude-3-7-sonnet-20250219,Python 3.14.2,1789985774.56,1789985862.56,88.0,success,pass,expressible,1,2,0,2,0,2,0.6667,1,3,5721,1506,16,research/results/manifests\RUN-T03-PYD-R5.json,research/results/diffs\RUN-T03-PYD-R5.patch
RUN-T03-OPE-R1,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T03,Tool Execution Approval (HITL),1,1334,claude-3-7-sonnet-20250219,Python 3.14.2,1789985764.94,1789985911.5,146.56,success,pass,expressible,2,2,0,2,0,2,0.5,2,3,8490,1697,12,research/results/manifests\RUN-T03-OPE-R1.json,research/results/diffs\RUN-T03-OPE-R1.patch
RUN-T03-OPE-R2,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T03,Tool Execution Approval (HITL),2,1351,claude-3-7-sonnet-20250219,Python 3.14.2,1789985865.85,1789985919.39,53.54,success,pass,expressible,2,1,0,1,0,1,0.3333,2,2,7269,2380,12,research/results/manifests\RUN-T03-OPE-R2.json,research/results/diffs\RUN-T03-OPE-R2.patch
RUN-T03-OPE-R3,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T03,Tool Execution Approval (HITL),3,1368,claude-3-7-sonnet-20250219,Python 3.14.2,1789985854.54,1789985979.25,124.71,success,pass,expressible,1,2,0,2,0,2,0.6667,2,3,4628,1123,10,research/results/manifests\RUN-T03-OPE-R3.json,research/results/diffs\RUN-T03-OPE-R3.patch
RUN-T03-OPE-R4,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T03,Tool Execution Approval (HITL),4,1385,claude-3-7-sonnet-20250219,Python 3.14.2,1789985867.44,1789985941.21,73.77,success,pass,expressible,1,1,1,1,0,1,0.5,2,2,4535,1306,11,research/results/manifests\RUN-T03-OPE-R4.json,research/results/diffs\RUN-T03-OPE-R4.patch
RUN-T03-OPE-R5,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T03,Tool Execution Approval (HITL),5,1402,claude-3-7-sonnet-20250219,Python 3.14.2,1789985774.53,1789985822.58,48.05,success,pass,expressible,2,2,0,2,0,2,0.5,2,2,4281,1041,14,research/results/manifests\RUN-T03-OPE-R5.json,research/results/diffs\RUN-T03-OPE-R5.patch
RUN-T03-MIC-R1,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,T03,Tool Execution Approval (HITL),1,1419,claude-3-7-sonnet-20250219,Python 3.14.2,1789985783.76,1789985944.35,160.59,success,pass,expressible,1,1,1,1,0,1,0.5,1,2,5867,1239,15,research/results/manifests\RUN-T03-MIC-R1.json,research/results/diffs\RUN-T03-MIC-R1.patch
RUN-T03-MIC-R2,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,T03,Tool Execution Approval (HITL),2,1436,claude-3-7-sonnet-20250219,Python 3.14.2,1789985739.73,1789985860.52,120.79,success,pass,expressible,1,1,0,1,0,1,0.5,1,2,10852,1677,5,research/results/manifests\RUN-T03-MIC-R2.json,research/results/diffs\RUN-T03-MIC-R2.patch
RUN-T03-MIC-R3,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,T03,Tool Execution Approval (HITL),3,1453,claude-3-7-sonnet-20250219,Python 3.14.2,1789985838.81,1789985986.06,147.25,success,pass,expressible,1,1,0,1,0,1,0.5,1,3,5753,1356,14,research/results/manifests\RUN-T03-MIC-R3.json,research/results/diffs\RUN-T03-MIC-R3.patch
RUN-T03-MIC-R4,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,T03,Tool Execution Approval (HITL),4,1470,claude-3-7-sonnet-20250219,Python 3.14.2,1789985699.55,1789985878.39,178.84,success,pass,expressible,1,2,0,2,0,2,0.6667,1,2,3723,1640,12,research/results/manifests\RUN-T03-MIC-R4.json,research/results/diffs\RUN-T03-MIC-R4.patch
RUN-T03-MIC-R5,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,T03,Tool Execution Approval (HITL),5,1487,claude-3-7-sonnet-20250219,Python 3.14.2,1789985727.21,1789985846.39,119.18,success,pass,expressible,1,1,0,1,0,1,0.5,1,2,8977,2074,8,research/results/manifests\RUN-T03-MIC-R5.json,research/results/diffs\RUN-T03-MIC-R5.patch
RUN-T03-DEE-R1,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,T03,Tool Execution Approval (HITL),1,1504,claude-3-7-sonnet-20250219,Node v22.16.0,1789985713.54,1789985814.48,100.94,success,pass,expressible,2,2,0,2,0,2,0.5,2,3,10633,841,8,research/results/manifests\RUN-T03-DEE-R1.json,research/results/diffs\RUN-T03-DEE-R1.patch
RUN-T03-DEE-R2,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,T03,Tool Execution Approval (HITL),2,1521,claude-3-7-sonnet-20250219,Node v22.16.0,1789985896.71,1789985981.1,84.39,success,pass,expressible,2,2,1,2,0,2,0.5,2,3,8617,1518,12,research/results/manifests\RUN-T03-DEE-R2.json,research/results/diffs\RUN-T03-DEE-R2.patch
RUN-T03-DEE-R3,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,T03,Tool Execution Approval (HITL),3,1538,claude-3-7-sonnet-20250219,Node v22.16.0,1789985842.58,1789985973.19,130.61,success,pass,expressible,2,1,1,1,0,1,0.3333,2,4,9990,1244,6,research/results/manifests\RUN-T03-DEE-R3.json,research/results/diffs\RUN-T03-DEE-R3.patch
RUN-T03-DEE-R4,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,T03,Tool Execution Approval (HITL),4,1555,claude-3-7-sonnet-20250219,Node v22.16.0,1789985828.67,1789985879.33,50.66,success,pass,expressible,2,2,0,2,0,2,0.5,2,4,7178,1059,5,research/results/manifests\RUN-T03-DEE-R4.json,research/results/diffs\RUN-T03-DEE-R4.patch
RUN-T03-DEE-R5,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,T03,Tool Execution Approval (HITL),5,1572,claude-3-7-sonnet-20250219,Node v22.16.0,1789985772.72,1789985919.43,146.71,success,pass,expressible,2,2,0,2,0,2,0.5,2,4,4752,1491,17,research/results/manifests\RUN-T03-DEE-R5.json,research/results/diffs\RUN-T03-DEE-R5.patch
RUN-T04-AGE-R1,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,T04,Response and Semantic Caching,1,1589,claude-3-7-sonnet-20250219,.NET 10.0.400,1789985887.42,1789986060.39,172.97,success,pass,expressible,1,0,0,0,0,0,0.0,0,1,3918,1247,14,research/results/manifests\RUN-T04-AGE-R1.json,research/results/diffs\RUN-T04-AGE-R1.patch
RUN-T04-AGE-R2,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,T04,Response and Semantic Caching,2,1606,claude-3-7-sonnet-20250219,.NET 10.0.400,1789985794.88,1789985899.18,104.3,success,pass,expressible,1,0,0,0,0,0,0.0,0,2,4146,1799,13,research/results/manifests\RUN-T04-AGE-R2.json,research/results/diffs\RUN-T04-AGE-R2.patch
RUN-T04-AGE-R3,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,T04,Response and Semantic Caching,3,1623,claude-3-7-sonnet-20250219,.NET 10.0.400,1789985721.31,1789985784.79,63.48,success,pass,expressible,1,0,0,0,0,0,0.0,0,1,8189,2222,16,research/results/manifests\RUN-T04-AGE-R3.json,research/results/diffs\RUN-T04-AGE-R3.patch
RUN-T04-AGE-R4,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,T04,Response and Semantic Caching,4,1640,claude-3-7-sonnet-20250219,.NET 10.0.400,1789985739.49,1789985829.38,89.89,success,pass,expressible,1,0,0,0,0,0,0.0,0,1,11440,1154,15,research/results/manifests\RUN-T04-AGE-R4.json,research/results/diffs\RUN-T04-AGE-R4.patch
RUN-T04-AGE-R5,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,T04,Response and Semantic Caching,5,1657,claude-3-7-sonnet-20250219,.NET 10.0.400,1789985756.17,1789985862.83,106.66,success,pass,expressible,1,0,0,0,0,0,0.0,0,1,3575,2297,14,research/results/manifests\RUN-T04-AGE-R5.json,research/results/diffs\RUN-T04-AGE-R5.patch
RUN-T04-LAN-R1,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T04,Response and Semantic Caching,1,1674,claude-3-7-sonnet-20250219,Python 3.14.2,1789985732.42,1789985824.2,91.78,success,pass,expressible,2,1,0,1,0,1,0.3333,2,2,10898,1739,8,research/results/manifests\RUN-T04-LAN-R1.json,research/results/diffs\RUN-T04-LAN-R1.patch
RUN-T04-LAN-R2,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T04,Response and Semantic Caching,2,1691,claude-3-7-sonnet-20250219,Python 3.14.2,1789985847.64,1789985963.94,116.3,success,pass,expressible,1,1,1,1,0,1,0.5,2,3,6904,1796,10,research/results/manifests\RUN-T04-LAN-R2.json,research/results/diffs\RUN-T04-LAN-R2.patch
RUN-T04-LAN-R3,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T04,Response and Semantic Caching,3,1708,claude-3-7-sonnet-20250219,Python 3.14.2,1789985835.19,1789985939.57,104.38,success,pass,expressible,2,2,0,2,0,2,0.5,2,3,7490,1464,9,research/results/manifests\RUN-T04-LAN-R3.json,research/results/diffs\RUN-T04-LAN-R3.patch
RUN-T04-LAN-R4,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T04,Response and Semantic Caching,4,1725,claude-3-7-sonnet-20250219,Python 3.14.2,1789985840.6,1789985898.38,57.78,success,pass,expressible,2,2,0,2,0,2,0.5,2,2,3797,1452,15,research/results/manifests\RUN-T04-LAN-R4.json,research/results/diffs\RUN-T04-LAN-R4.patch
RUN-T04-LAN-R5,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T04,Response and Semantic Caching,5,1742,claude-3-7-sonnet-20250219,Python 3.14.2,1789985891.34,1789986049.91,158.57,success,pass,expressible,2,2,1,2,0,2,0.5,2,3,5034,1052,4,research/results/manifests\RUN-T04-LAN-R5.json,research/results/diffs\RUN-T04-LAN-R5.patch
RUN-T04-PYD-R1,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T04,Response and Semantic Caching,1,1759,claude-3-7-sonnet-20250219,Python 3.14.2,1789985745.53,1789985814.44,68.91,success,pass,expressible,1,2,0,2,0,2,0.6667,1,3,6526,1521,11,research/results/manifests\RUN-T04-PYD-R1.json,research/results/diffs\RUN-T04-PYD-R1.patch
RUN-T04-PYD-R2,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T04,Response and Semantic Caching,2,1776,claude-3-7-sonnet-20250219,Python 3.14.2,1789985774.18,1789985833.57,59.39,success,pass,expressible,1,2,0,2,0,2,0.6667,1,2,9622,2113,12,research/results/manifests\RUN-T04-PYD-R2.json,research/results/diffs\RUN-T04-PYD-R2.patch
RUN-T04-PYD-R3,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T04,Response and Semantic Caching,3,1793,claude-3-7-sonnet-20250219,Python 3.14.2,1789985892.86,1789985960.5,67.64,success,pass,expressible,1,2,0,2,0,2,0.6667,1,3,10062,2176,16,research/results/manifests\RUN-T04-PYD-R3.json,research/results/diffs\RUN-T04-PYD-R3.patch
RUN-T04-PYD-R4,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T04,Response and Semantic Caching,4,1810,claude-3-7-sonnet-20250219,Python 3.14.2,1789985882.57,1789986014.99,132.42,success,pass,expressible,1,2,0,2,0,2,0.6667,1,3,4110,2135,15,research/results/manifests\RUN-T04-PYD-R4.json,research/results/diffs\RUN-T04-PYD-R4.patch
RUN-T04-PYD-R5,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T04,Response and Semantic Caching,5,1827,claude-3-7-sonnet-20250219,Python 3.14.2,1789985842.05,1789985962.35,120.3,success,pass,expressible,1,2,0,2,0,2,0.6667,1,2,6151,1053,9,research/results/manifests\RUN-T04-PYD-R5.json,research/results/diffs\RUN-T04-PYD-R5.patch
RUN-T04-OPE-R1,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T04,Response and Semantic Caching,1,1844,claude-3-7-sonnet-20250219,Python 3.14.2,1789985794.0,1789985940.83,146.83,success,pass,expressible,1,1,0,1,0,1,0.5,2,3,7158,1562,5,research/results/manifests\RUN-T04-OPE-R1.json,research/results/diffs\RUN-T04-OPE-R1.patch
RUN-T04-OPE-R2,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T04,Response and Semantic Caching,2,1861,claude-3-7-sonnet-20250219,Python 3.14.2,1789985739.21,1789985850.07,110.86,success,pass,expressible,2,1,0,1,0,1,0.3333,2,2,7469,1175,12,research/results/manifests\RUN-T04-OPE-R2.json,research/results/diffs\RUN-T04-OPE-R2.patch
RUN-T04-OPE-R3,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T04,Response and Semantic Caching,3,1878,claude-3-7-sonnet-20250219,Python 3.14.2,1789985789.0,1789985848.7,59.7,success,pass,expressible,1,1,0,1,0,1,0.5,2,3,8075,818,15,research/results/manifests\RUN-T04-OPE-R3.json,research/results/diffs\RUN-T04-OPE-R3.patch
RUN-T04-OPE-R4,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T04,Response and Semantic Caching,4,1895,claude-3-7-sonnet-20250219,Python 3.14.2,1789985724.13,1789985832.66,108.53,success,pass,expressible,1,2,0,2,0,2,0.6667,2,2,6952,1950,18,research/results/manifests\RUN-T04-OPE-R4.json,research/results/diffs\RUN-T04-OPE-R4.patch
RUN-T04-OPE-R5,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T04,Response and Semantic Caching,5,1912,claude-3-7-sonnet-20250219,Python 3.14.2,1789985888.52,1789986010.55,122.03,success,pass,expressible,2,1,1,1,0,1,0.3333,2,3,11588,2369,14,research/results/manifests\RUN-T04-OPE-R5.json,research/results/diffs\RUN-T04-OPE-R5.patch
RUN-T04-MIC-R1,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,T04,Response and Semantic Caching,1,1929,claude-3-7-sonnet-20250219,Python 3.14.2,1789985744.61,1789985873.81,129.2,success,pass,expressible,1,0,0,0,0,0,0.0,0,2,3950,1681,14,research/results/manifests\RUN-T04-MIC-R1.json,research/results/diffs\RUN-T04-MIC-R1.patch
RUN-T04-MIC-R2,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,T04,Response and Semantic Caching,2,1946,claude-3-7-sonnet-20250219,Python 3.14.2,1789985720.2,1789985779.8,59.6,success,pass,expressible,1,0,0,0,0,0,0.0,0,3,6961,2116,10,research/results/manifests\RUN-T04-MIC-R2.json,research/results/diffs\RUN-T04-MIC-R2.patch
RUN-T04-MIC-R3,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,T04,Response and Semantic Caching,3,1963,claude-3-7-sonnet-20250219,Python 3.14.2,1789985792.78,1789985861.45,68.67,success,pass,expressible,1,0,0,0,0,0,0.0,0,2,11956,1862,14,research/results/manifests\RUN-T04-MIC-R3.json,research/results/diffs\RUN-T04-MIC-R3.patch
RUN-T04-MIC-R4,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,T04,Response and Semantic Caching,4,1980,claude-3-7-sonnet-20250219,Python 3.14.2,1789985896.21,1789985992.39,96.18,success,pass,expressible,2,0,0,0,0,0,0.0,0,2,3567,1321,12,research/results/manifests\RUN-T04-MIC-R4.json,research/results/diffs\RUN-T04-MIC-R4.patch
RUN-T04-MIC-R5,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,T04,Response and Semantic Caching,5,1997,claude-3-7-sonnet-20250219,Python 3.14.2,1789985744.77,1789985821.56,76.79,success,pass,expressible,1,0,0,0,0,0,0.0,0,2,4403,1628,17,research/results/manifests\RUN-T04-MIC-R5.json,research/results/diffs\RUN-T04-MIC-R5.patch
RUN-T04-DEE-R1,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,T04,Response and Semantic Caching,1,2014,claude-3-7-sonnet-20250219,Node v22.16.0,1789985835.05,1789985933.86,98.81,success,pass,expressible,2,4,1,4,0,4,0.6667,2,3,5555,2187,14,research/results/manifests\RUN-T04-DEE-R1.json,research/results/diffs\RUN-T04-DEE-R1.patch
RUN-T04-DEE-R2,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,T04,Response and Semantic Caching,2,2031,claude-3-7-sonnet-20250219,Node v22.16.0,1789985765.3,1789985855.12,89.82,success,pass,expressible,2,3,1,3,0,3,0.6,2,3,4616,1921,6,research/results/manifests\RUN-T04-DEE-R2.json,research/results/diffs\RUN-T04-DEE-R2.patch
RUN-T04-DEE-R3,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,T04,Response and Semantic Caching,3,2048,claude-3-7-sonnet-20250219,Node v22.16.0,1789985840.36,1789985955.45,115.09,success,pass,expressible,2,2,0,2,0,2,0.5,2,4,3548,2444,18,research/results/manifests\RUN-T04-DEE-R3.json,research/results/diffs\RUN-T04-DEE-R3.patch
RUN-T04-DEE-R4,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,T04,Response and Semantic Caching,4,2065,claude-3-7-sonnet-20250219,Node v22.16.0,1789985772.9,1789985852.02,79.12,success,pass,expressible,2,3,1,3,0,3,0.6,2,3,9343,2019,12,research/results/manifests\RUN-T04-DEE-R4.json,research/results/diffs\RUN-T04-DEE-R4.patch
RUN-T04-DEE-R5,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,T04,Response and Semantic Caching,5,2082,claude-3-7-sonnet-20250219,Node v22.16.0,1789985749.08,1789985804.47,55.39,success,pass,expressible,2,1,0,1,0,1,0.3333,2,4,9502,1023,5,research/results/manifests\RUN-T04-DEE-R5.json,research/results/diffs\RUN-T04-DEE-R5.patch
RUN-T05-AGE-R1,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,T05,Rate Limiting (Token Bucket),1,2099,claude-3-7-sonnet-20250219,.NET 10.0.400,1789985729.94,1789985870.49,140.55,success,pass,expressible,1,0,0,0,0,0,0.0,0,1,8015,1686,4,research/results/manifests\RUN-T05-AGE-R1.json,research/results/diffs\RUN-T05-AGE-R1.patch
RUN-T05-AGE-R2,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,T05,Rate Limiting (Token Bucket),2,2116,claude-3-7-sonnet-20250219,.NET 10.0.400,1789985783.95,1789985917.05,133.1,success,pass,expressible,1,0,0,0,0,0,0.0,0,1,5494,1080,9,research/results/manifests\RUN-T05-AGE-R2.json,research/results/diffs\RUN-T05-AGE-R2.patch
RUN-T05-AGE-R3,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,T05,Rate Limiting (Token Bucket),3,2133,claude-3-7-sonnet-20250219,.NET 10.0.400,1789985889.86,1789985981.98,92.12,success,pass,expressible,1,0,0,0,0,0,0.0,0,1,5108,1693,12,research/results/manifests\RUN-T05-AGE-R3.json,research/results/diffs\RUN-T05-AGE-R3.patch
RUN-T05-AGE-R4,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,T05,Rate Limiting (Token Bucket),4,2150,claude-3-7-sonnet-20250219,.NET 10.0.400,1789985822.64,1789985942.82,120.18,success,pass,expressible,1,0,0,0,0,0,0.0,0,1,5586,2438,14,research/results/manifests\RUN-T05-AGE-R4.json,research/results/diffs\RUN-T05-AGE-R4.patch
RUN-T05-AGE-R5,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,T05,Rate Limiting (Token Bucket),5,2167,claude-3-7-sonnet-20250219,.NET 10.0.400,1789985779.39,1789985879.32,99.93,success,pass,expressible,1,0,0,0,0,0,0.0,0,2,10126,1407,5,research/results/manifests\RUN-T05-AGE-R5.json,research/results/diffs\RUN-T05-AGE-R5.patch
RUN-T05-LAN-R1,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T05,Rate Limiting (Token Bucket),1,2184,claude-3-7-sonnet-20250219,Python 3.14.2,1789985888.86,1789985960.16,71.3,success,pass,expressible,2,1,0,1,0,1,0.3333,2,3,7736,1272,8,research/results/manifests\RUN-T05-LAN-R1.json,research/results/diffs\RUN-T05-LAN-R1.patch
RUN-T05-LAN-R2,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T05,Rate Limiting (Token Bucket),2,2201,claude-3-7-sonnet-20250219,Python 3.14.2,1789985745.78,1789985847.55,101.77,success,pass,expressible,1,3,0,3,0,3,0.75,2,3,10600,2217,17,research/results/manifests\RUN-T05-LAN-R2.json,research/results/diffs\RUN-T05-LAN-R2.patch
RUN-T05-LAN-R3,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T05,Rate Limiting (Token Bucket),3,2218,claude-3-7-sonnet-20250219,Python 3.14.2,1789985881.03,1789986020.41,139.38,success,pass,expressible,1,2,0,2,0,2,0.6667,2,3,11849,1148,14,research/results/manifests\RUN-T05-LAN-R3.json,research/results/diffs\RUN-T05-LAN-R3.patch
RUN-T05-LAN-R4,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T05,Rate Limiting (Token Bucket),4,2235,claude-3-7-sonnet-20250219,Python 3.14.2,1789985846.35,1789985988.31,141.96,success,pass,expressible,1,2,0,2,0,2,0.6667,2,2,6446,1411,12,research/results/manifests\RUN-T05-LAN-R4.json,research/results/diffs\RUN-T05-LAN-R4.patch
RUN-T05-LAN-R5,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,T05,Rate Limiting (Token Bucket),5,2252,claude-3-7-sonnet-20250219,Python 3.14.2,1789985867.85,1789985939.05,71.2,success,pass,expressible,1,2,0,2,0,2,0.6667,2,2,9029,2145,5,research/results/manifests\RUN-T05-LAN-R5.json,research/results/diffs\RUN-T05-LAN-R5.patch
RUN-T05-PYD-R1,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T05,Rate Limiting (Token Bucket),1,2269,claude-3-7-sonnet-20250219,Python 3.14.2,1789985784.08,1789985952.24,168.16,success,pass,expressible,1,1,0,1,0,1,0.5,1,3,9180,1770,11,research/results/manifests\RUN-T05-PYD-R1.json,research/results/diffs\RUN-T05-PYD-R1.patch
RUN-T05-PYD-R2,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T05,Rate Limiting (Token Bucket),2,2286,claude-3-7-sonnet-20250219,Python 3.14.2,1789985821.62,1789985885.75,64.13,success,pass,expressible,2,2,0,2,0,2,0.5,1,2,3702,2038,16,research/results/manifests\RUN-T05-PYD-R2.json,research/results/diffs\RUN-T05-PYD-R2.patch
RUN-T05-PYD-R3,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T05,Rate Limiting (Token Bucket),3,2303,claude-3-7-sonnet-20250219,Python 3.14.2,1789985873.81,1789985956.69,82.88,success,pass,expressible,1,1,0,1,0,1,0.5,1,3,11538,1040,7,research/results/manifests\RUN-T05-PYD-R3.json,research/results/diffs\RUN-T05-PYD-R3.patch
RUN-T05-PYD-R4,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T05,Rate Limiting (Token Bucket),4,2320,claude-3-7-sonnet-20250219,Python 3.14.2,1789985800.12,1789985891.57,91.45,success,pass,expressible,1,1,0,1,0,1,0.5,1,2,10632,1886,5,research/results/manifests\RUN-T05-PYD-R4.json,research/results/diffs\RUN-T05-PYD-R4.patch
RUN-T05-PYD-R5,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,T05,Rate Limiting (Token Bucket),5,2337,claude-3-7-sonnet-20250219,Python 3.14.2,1789985777.92,1789985923.13,145.21,success,pass,expressible,2,1,0,1,0,1,0.3333,1,3,8952,1017,12,research/results/manifests\RUN-T05-PYD-R5.json,research/results/diffs\RUN-T05-PYD-R5.patch
RUN-T05-OPE-R1,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T05,Rate Limiting (Token Bucket),1,2354,claude-3-7-sonnet-20250219,Python 3.14.2,1789985818.71,1789985971.51,152.8,success,pass,expressible,1,0,0,0,0,0,0.0,0,3,6309,1944,18,research/results/manifests\RUN-T05-OPE-R1.json,research/results/diffs\RUN-T05-OPE-R1.patch
RUN-T05-OPE-R2,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,T05,Rate Limiting (Token Bucket),2,2371,claude-3-7-sonnet-20250219,Python 3.14.2,1789985700.45,1789985813.16,112.71,success,pass,expressible,1,1,0,1,0,1,0.5,2,3,10411,2145,18,research/results/manifests\RUN-T05-OPE-R2.json,research/results/diffs\RUN-T05-OPE-R2.patch
