run_id,task_id,framework,framework_commit,model_id,replicate_id,seed,input_tokens,output_tokens,reasoning_tokens,tool_calls,compile_test_cycles,wall_clock_seconds,first_pass_success,final_correctness,defect_count,files_generated,files_modified,external_propagation,core_modifications,status
AI-T03-AGE-O3--R4,T03,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,4,3472,13749,2642,4024,3,1,86.14,1,1.0,0,1,0,0,0,completed
AI-T03-AGE-O3--R5,T03,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,5,3495,14195,2990,3952,10,2,143.27,1,1.0,0,1,0,0,0,completed
AI-T03-LAN-CLA-R1,T03,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,1,3518,20025,5104,6661,15,3,188.6,1,1.0,1,2,2,2,0,completed
AI-T03-LAN-CLA-R2,T03,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,2,3541,25294,5512,5928,9,3,224.39,0,1.0,1,2,2,2,0,completed
AI-T03-LAN-CLA-R3,T03,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,3,3564,24768,4268,5228,9,3,196.01,0,1.0,1,2,2,2,0,completed
AI-T03-LAN-CLA-R4,T03,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,4,3587,23939,4577,6745,16,4,205.62,1,1.0,2,2,2,2,0,completed
AI-T03-LAN-CLA-R5,T03,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,5,3610,21400,4852,5450,12,3,181.29,1,1.0,2,2,2,2,0,completed
AI-T03-LAN-O3--R1,T03,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,1,3633,25073,5194,9479,18,3,231.38,1,1.0,2,2,2,2,0,completed
AI-T03-LAN-O3--R2,T03,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,2,3656,24370,4721,6584,12,3,176.5,1,1.0,1,2,2,2,0,completed
AI-T03-LAN-O3--R3,T03,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,3,3679,30318,4384,9063,9,3,187.61,1,1.0,2,2,2,2,0,completed
AI-T03-LAN-O3--R4,T03,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,4,3702,29603,6028,9161,12,3,258.56,0,1.0,1,2,2,2,0,completed
AI-T03-LAN-O3--R5,T03,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,5,3725,26069,5812,8345,24,4,267.52,1,1.0,2,2,2,2,0,completed
AI-T03-PYD-CLA-R1,T03,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,claude-3-7-sonnet-20250219,1,3748,25228,3639,4376,15,3,163.42,1,1.0,1,1,1,1,0,completed
AI-T03-PYD-CLA-R2,T03,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,claude-3-7-sonnet-20250219,2,3771,20217,3453,5668,12,4,248.9,1,1.0,1,1,1,1,0,completed
AI-T03-PYD-CLA-R3,T03,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,claude-3-7-sonnet-20250219,3,3794,24896,4306,5020,8,2,130.2,1,1.0,1,1,1,1,0,completed
AI-T03-PYD-CLA-R4,T03,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,claude-3-7-sonnet-20250219,4,3817,19777,4250,5832,15,3,173.79,1,1.0,1,1,1,1,0,completed
AI-T03-PYD-CLA-R5,T03,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,claude-3-7-sonnet-20250219,5,3840,22578,4293,3826,6,2,181.85,1,1.0,1,1,1,1,0,completed
AI-T03-PYD-O3--R1,T03,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,o3-mini,1,3863,22101,4413,6385,10,2,178.33,1,1.0,0,1,1,1,0,completed
AI-T03-PYD-O3--R2,T03,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,o3-mini,2,3886,27025,5050,7409,15,3,231.28,1,1.0,1,1,1,1,0,completed
AI-T03-PYD-O3--R3,T03,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,o3-mini,3,3909,20228,4253,7141,12,4,229.38,1,1.0,1,1,1,1,0,completed
AI-T03-PYD-O3--R4,T03,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,o3-mini,4,3932,25401,4759,5374,10,2,161.03,1,1.0,1,1,1,1,0,completed
AI-T03-PYD-O3--R5,T03,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,o3-mini,5,3955,25262,5160,7633,18,3,204.93,1,1.0,1,1,1,1,0,completed
AI-T03-OPE-CLA-R1,T03,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,claude-3-7-sonnet-20250219,1,3978,23652,4746,5562,10,2,142.85,1,1.0,1,1,2,2,0,completed
AI-T03-OPE-CLA-R2,T03,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,claude-3-7-sonnet-20250219,2,4001,23244,3640,5142,18,3,212.23,1,1.0,1,1,2,2,0,completed
AI-T03-OPE-CLA-R3,T03,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,claude-3-7-sonnet-20250219,3,4024,19019,3330,4385,15,3,188.16,1,1.0,1,1,2,2,0,completed
AI-T03-OPE-CLA-R4,T03,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,claude-3-7-sonnet-20250219,4,4047,18111,3689,4921,10,2,125.86,1,1.0,1,1,2,2,0,completed
AI-T03-OPE-CLA-R5,T03,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,claude-3-7-sonnet-20250219,5,4070,22971,3858,4977,18,3,185.13,0,1.0,0,1,2,2,0,completed
AI-T03-OPE-O3--R1,T03,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,o3-mini,1,4093,24247,5051,6114,12,3,180.11,0,1.0,1,1,2,2,0,completed
AI-T03-OPE-O3--R2,T03,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,o3-mini,2,4116,28376,4061,7610,18,3,181.14,1,1.0,2,1,2,2,0,completed
AI-T03-OPE-O3--R3,T03,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,o3-mini,3,4139,26334,4730,4770,18,3,201.97,1,1.0,1,1,2,2,0,completed
AI-T03-OPE-O3--R4,T03,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,o3-mini,4,4162,23715,4375,6661,9,3,210.98,1,1.0,2,1,2,2,0,completed
AI-T03-OPE-O3--R5,T03,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,o3-mini,5,4185,22757,4751,6118,10,2,178.45,1,1.0,2,1,2,2,0,completed
AI-T03-MIC-CLA-R1,T03,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,claude-3-7-sonnet-20250219,1,4208,31893,6619,6495,20,4,239.76,1,1.0,1,1,1,1,0,completed
AI-T03-MIC-CLA-R2,T03,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,claude-3-7-sonnet-20250219,2,4231,32144,6798,5903,12,4,308.03,1,1.0,2,1,1,1,0,completed
AI-T03-MIC-CLA-R3,T03,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,claude-3-7-sonnet-20250219,3,4254,24247,5799,6939,20,4,306.9,0,1.0,2,1,1,1,0,completed
AI-T03-MIC-CLA-R4,T03,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,claude-3-7-sonnet-20250219,4,4277,35770,5853,8418,15,5,329.04,1,1.0,2,1,1,1,0,completed
AI-T03-MIC-CLA-R5,T03,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,claude-3-7-sonnet-20250219,5,4300,36944,5695,5113,24,4,284.42,1,1.0,2,1,1,1,0,completed
AI-T03-MIC-O3--R1,T03,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,o3-mini,1,4323,32936,6851,10105,16,4,250.54,0,0.75,2,1,1,1,0,completed
AI-T03-MIC-O3--R2,T03,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,o3-mini,2,4346,38408,7256,9610,12,4,315.19,0,1.0,2,1,1,1,0,completed
AI-T03-MIC-O3--R3,T03,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,o3-mini,3,4369,40342,6178,11229,16,4,263.42,0,1.0,2,1,1,1,0,completed
AI-T03-MIC-O3--R4,T03,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,o3-mini,4,4392,31419,6265,10386,20,5,345.41,1,1.0,2,1,1,1,0,completed
AI-T03-MIC-O3--R5,T03,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,o3-mini,5,4415,37988,7536,9913,20,5,315.74,1,1.0,2,1,1,1,0,completed
AI-T03-DEE-CLA-R1,T03,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,claude-3-7-sonnet-20250219,1,4438,38262,6986,8316,20,4,283.53,0,0.75,2,2,2,2,0,completed
AI-T03-DEE-CLA-R2,T03,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,claude-3-7-sonnet-20250219,2,4461,39406,6339,7358,15,5,356.65,0,1.0,2,2,2,2,0,completed
AI-T03-DEE-CLA-R3,T03,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,claude-3-7-sonnet-20250219,3,4484,39319,7421,10154,16,4,239.1,0,1.0,3,2,2,2,0,completed
AI-T03-DEE-CLA-R4,T03,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,claude-3-7-sonnet-20250219,4,4507,38564,6250,7490,12,4,297.97,0,0.75,2,2,2,2,0,completed
AI-T03-DEE-CLA-R5,T03,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,claude-3-7-sonnet-20250219,5,4530,35309,6134,8613,24,4,247.27,0,1.0,2,2,2,2,0,completed
AI-T03-DEE-O3--R1,T03,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,o3-mini,1,4553,44237,7541,9494,20,5,386.79,1,1.0,3,2,2,2,0,completed
AI-T03-DEE-O3--R2,T03,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,o3-mini,2,4576,37255,6719,9852,15,5,343.13,0,1.0,2,2,2,2,0,completed
AI-T03-DEE-O3--R3,T03,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,o3-mini,3,4599,50436,7534,11050,25,5,279.62,0,1.0,3,2,2,2,0,completed
AI-T03-DEE-O3--R4,T03,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,o3-mini,4,4622,51174,6447,13133,30,5,311.29,1,1.0,2,2,2,2,0,completed
AI-T03-DEE-O3--R5,T03,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,o3-mini,5,4645,43635,6536,8179,12,4,266.3,0,1.0,3,2,2,2,0,completed
AI-T04-AGE-CLA-R1,T04,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,claude-3-7-sonnet-20250219,1,4668,13147,2242,3297,4,1,86.63,1,1.0,1,1,0,0,0,completed
AI-T04-AGE-CLA-R2,T04,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,claude-3-7-sonnet-20250219,2,4691,12550,2065,2129,5,1,88.45,1,1.0,0,1,0,0,0,completed
AI-T04-AGE-CLA-R3,T04,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,claude-3-7-sonnet-20250219,3,4714,12847,2350,3672,12,2,96.33,1,1.0,0,1,0,0,0,completed
AI-T04-AGE-CLA-R4,T04,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,claude-3-7-sonnet-20250219,4,4737,11120,1857,3553,8,2,125.57,1,1.0,0,1,0,0,0,completed
AI-T04-AGE-CLA-R5,T04,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,claude-3-7-sonnet-20250219,5,4760,11108,1940,3842,3,1,78.52,1,1.0,1,1,0,0,0,completed
AI-T04-AGE-O3--R1,T04,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,1,4783,15333,2958,4794,6,2,131.92,1,1.0,1,1,0,0,0,completed
AI-T04-AGE-O3--R2,T04,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,2,4806,15043,2670,5038,6,2,139.97,1,1.0,0,1,0,0,0,completed
AI-T04-AGE-O3--R3,T04,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,3,4829,13852,3119,5099,12,2,120.13,0,1.0,1,1,0,0,0,completed
AI-T04-AGE-O3--R4,T04,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,4,4852,13290,2248,4674,12,2,113.68,1,1.0,0,1,0,0,0,completed
AI-T04-AGE-O3--R5,T04,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,5,4875,13699,2791,4379,10,2,147.68,1,1.0,0,1,0,0,0,completed
AI-T04-LAN-CLA-R1,T04,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,1,4898,24550,4750,5519,15,3,206.18,0,1.0,2,2,2,2,0,completed
AI-T04-LAN-CLA-R2,T04,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,2,4921,24999,5409,4663,9,3,175.5,1,1.0,1,2,2,2,0,completed
AI-T04-LAN-CLA-R3,T04,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,3,4944,27373,5015,5581,16,4,251.44,0,1.0,1,2,2,2,0,completed
AI-T04-LAN-CLA-R4,T04,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,4,4967,22485,4665,5052,9,3,182.36,1,1.0,1,2,2,2,0,completed
AI-T04-LAN-CLA-R5,T04,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,5,4990,24808,5310,6379,9,3,244.51,1,1.0,1,2,2,2,0,completed
AI-T04-LAN-O3--R1,T04,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,1,5013,25192,5468,6759,12,3,217.85,1,1.0,2,2,2,2,0,completed
AI-T04-LAN-O3--R2,T04,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,2,5036,31338,5325,8006,25,5,301.58,0,1.0,2,2,2,2,0,completed
AI-T04-LAN-O3--R3,T04,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,3,5059,30561,5537,7115,15,3,208.26,1,1.0,2,2,2,2,0,completed
AI-T04-LAN-O3--R4,T04,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,4,5082,32332,5593,9336,20,4,208.07,1,1.0,1,2,2,2,0,completed
AI-T04-LAN-O3--R5,T04,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,5,5105,29158,5590,8108,18,3,196.1,0,1.0,1,2,2,2,0,completed
AI-T04-PYD-CLA-R1,T04,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,claude-3-7-sonnet-20250219,1,5128,20441,3944,4730,6,2,160.33,0,1.0,1,1,1,1,0,completed
AI-T04-PYD-CLA-R2,T04,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,claude-3-7-sonnet-20250219,2,5151,20542,4438,5338,15,3,207.8,0,1.0,1,1,1,1,0,completed
AI-T04-PYD-CLA-R3,T04,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,claude-3-7-sonnet-20250219,3,5174,21047,4208,5057,12,2,144.13,0,0.75,1,1,1,1,0,completed
AI-T04-PYD-CLA-R4,T04,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,claude-3-7-sonnet-20250219,4,5197,22103,4111,4573,15,3,164.55,0,1.0,0,1,1,1,0,completed
AI-T04-PYD-CLA-R5,T04,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,claude-3-7-sonnet-20250219,5,5220,20269,4102,6090,6,2,143.58,0,1.0,2,1,1,1,0,completed
AI-T04-PYD-O3--R1,T04,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,o3-mini,1,5243,25263,4529,7398,9,3,223.18,1,1.0,1,1,1,1,0,completed
AI-T04-PYD-O3--R2,T04,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,o3-mini,2,5266,20564,4444,7507,9,3,161.86,1,1.0,1,1,1,1,0,completed
AI-T04-PYD-O3--R3,T04,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,o3-mini,3,5289,25039,3976,7574,18,3,153.85,1,1.0,1,1,1,1,0,completed
AI-T04-PYD-O3--R4,T04,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,o3-mini,4,5312,23865,5324,6173,10,2,195.77,1,1.0,1,1,1,1,0,completed
AI-T04-PYD-O3--R5,T04,PydanticAI,c4898abb54dc25ae6f6aef208a4c0661b30a455e,o3-mini,5,5335,22570,4765,6267,20,4,278.55,0,1.0,1,1,1,1,0,completed
AI-T04-OPE-CLA-R1,T04,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,claude-3-7-sonnet-20250219,1,5358,23799,4889,4730,18,3,164.79,1,1.0,1,1,2,2,0,completed
AI-T04-OPE-CLA-R2,T04,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,claude-3-7-sonnet-20250219,2,5381,26047,4822,4411,12,3,168.1,1,1.0,1,1,2,2,0,completed
AI-T04-OPE-CLA-R3,T04,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,claude-3-7-sonnet-20250219,3,5404,22694,5208,6083,12,2,175.11,1,1.0,1,1,2,2,0,completed
AI-T04-OPE-CLA-R4,T04,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,claude-3-7-sonnet-20250219,4,5427,21847,4475,3663,18,3,170.15,0,1.0,1,1,2,2,0,completed
AI-T04-OPE-CLA-R5,T04,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,claude-3-7-sonnet-20250219,5,5450,17576,4313,6248,15,3,157.01,0,1.0,1,1,2,2,0,completed
AI-T04-OPE-O3--R1,T04,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,o3-mini,1,5473,25536,5191,7702,18,3,188.06,0,1.0,1,1,2,2,0,completed
AI-T04-OPE-O3--R2,T04,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,o3-mini,2,5496,27954,5452,7474,9,3,234.7,1,1.0,1,1,2,2,0,completed
AI-T04-OPE-O3--R3,T04,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,o3-mini,3,5519,21038,4842,7789,9,3,213.46,0,1.0,1,1,2,2,0,completed
AI-T04-OPE-O3--R4,T04,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,o3-mini,4,5542,27138,4829,6145,8,2,151.12,1,1.0,2,1,2,2,0,completed
AI-T04-OPE-O3--R5,T04,OpenAI Agents SDK,fdf21db62c303a3db54b0dfbee82de2141fa2799,o3-mini,5,5565,26412,5181,6159,9,3,236.44,0,1.0,2,1,2,2,0,completed
AI-T04-MIC-CLA-R1,T04,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,claude-3-7-sonnet-20250219,1,5588,26873,5023,5861,12,3,183.8,0,1.0,1,1,1,1,0,completed
AI-T04-MIC-CLA-R2,T04,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,claude-3-7-sonnet-20250219,2,5611,33027,5817,6388,25,5,292.22,0,1.0,2,1,1,1,0,completed
AI-T04-MIC-CLA-R3,T04,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,claude-3-7-sonnet-20250219,3,5634,34835,6504,8732,20,5,326.75,1,1.0,2,1,1,1,0,completed
AI-T04-MIC-CLA-R4,T04,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,claude-3-7-sonnet-20250219,4,5657,35424,5729,6019,12,4,246.33,1,1.0,2,1,1,1,0,completed
AI-T04-MIC-CLA-R5,T04,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,claude-3-7-sonnet-20250219,5,5680,35715,5896,5822,15,5,331.43,1,1.0,2,1,1,1,0,completed
AI-T04-MIC-O3--R1,T04,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,o3-mini,1,5703,36107,8092,9129,15,5,317.74,1,1.0,2,1,1,1,0,completed
AI-T04-MIC-O3--R2,T04,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,o3-mini,2,5726,34408,6299,9137,12,4,265.09,0,1.0,1,1,1,1,0,completed
AI-T04-MIC-O3--R3,T04,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,o3-mini,3,5749,36082,5850,10385,30,5,324.26,0,1.0,2,1,1,1,0,completed
AI-T04-MIC-O3--R4,T04,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,o3-mini,4,5772,33626,7348,8493,12,4,268.12,0,1.0,2,1,1,1,0,completed
AI-T04-MIC-O3--R5,T04,Microsoft Agent Framework,703fbce285ee0f026e5effcadfb9e65aab7f5d84,o3-mini,5,5795,39607,5772,9404,12,4,210.43,1,1.0,2,1,1,1,0,completed
AI-T04-DEE-CLA-R1,T04,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,claude-3-7-sonnet-20250219,1,5818,37525,6380,9996,12,4,221.16,1,1.0,2,2,2,2,0,completed
AI-T04-DEE-CLA-R2,T04,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,claude-3-7-sonnet-20250219,2,5841,44653,6514,7625,20,4,264.47,0,1.0,2,2,2,2,0,completed
AI-T04-DEE-CLA-R3,T04,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,claude-3-7-sonnet-20250219,3,5864,39838,6009,7971,16,4,264.08,0,1.0,1,2,2,2,0,completed
AI-T04-DEE-CLA-R4,T04,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,claude-3-7-sonnet-20250219,4,5887,35983,7326,9567,20,5,270.0,1,1.0,2,2,2,2,0,completed
AI-T04-DEE-CLA-R5,T04,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,claude-3-7-sonnet-20250219,5,5910,31401,6484,6209,12,3,200.55,1,1.0,2,2,2,2,0,completed
AI-T04-DEE-O3--R1,T04,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,o3-mini,1,5933,42821,6933,12218,24,4,277.17,0,1.0,2,2,2,2,0,completed
AI-T04-DEE-O3--R2,T04,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,o3-mini,2,5956,37735,8097,10564,30,6,328.79,1,1.0,2,2,2,2,0,completed
AI-T04-DEE-O3--R3,T04,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,o3-mini,3,5979,37902,7407,11589,20,5,322.83,1,1.0,2,2,2,2,0,completed
AI-T04-DEE-O3--R4,T04,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,o3-mini,4,6002,47445,7337,9540,20,4,329.55,0,1.0,2,2,2,2,0,completed
AI-T04-DEE-O3--R5,T04,DeepSeek Harness,ddefc45fbc7f8e46dd73185e68295696d1297887,o3-mini,5,6025,46168,6884,10529,12,4,305.64,1,1.0,2,2,2,2,0,completed
AI-T06-AGE-CLA-R1,T06,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,claude-3-7-sonnet-20250219,1,6048,11451,2341,2836,10,2,122.34,1,1.0,1,1,0,0,0,completed
AI-T06-AGE-CLA-R2,T06,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,claude-3-7-sonnet-20250219,2,6071,12703,2171,3375,6,2,113.65,1,1.0,0,1,0,0,0,completed
AI-T06-AGE-CLA-R3,T06,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,claude-3-7-sonnet-20250219,3,6094,12279,1827,3513,5,1,72.96,0,1.0,0,1,0,0,0,completed
AI-T06-AGE-CLA-R4,T06,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,claude-3-7-sonnet-20250219,4,6117,12544,2516,2974,10,2,116.6,1,1.0,0,1,0,0,0,completed
AI-T06-AGE-CLA-R5,T06,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,claude-3-7-sonnet-20250219,5,6140,14046,2196,3321,3,1,89.28,1,1.0,1,1,0,0,0,completed
AI-T06-AGE-O3--R1,T06,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,1,6163,12348,2453,4437,6,2,93.18,1,1.0,1,1,0,0,0,completed
AI-T06-AGE-O3--R2,T06,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,2,6186,13748,2804,3339,4,1,93.17,1,1.0,0,1,0,0,0,completed
AI-T06-AGE-O3--R3,T06,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,3,6209,15576,2713,4738,6,2,123.13,1,1.0,1,1,0,0,0,completed
AI-T06-AGE-O3--R4,T06,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,4,6232,13802,2321,4549,12,2,108.02,1,1.0,0,1,0,0,0,completed
AI-T06-AGE-O3--R5,T06,AgentCore,b11d0e489f08e1cc73284a1088e56d3720386597,o3-mini,5,6255,13579,2859,4137,12,3,130.93,1,1.0,0,1,0,0,0,completed
AI-T06-LAN-CLA-R1,T06,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,1,6278,26522,4637,6244,9,3,158.88,1,1.0,1,2,2,2,0,completed
AI-T06-LAN-CLA-R2,T06,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,2,6301,27576,5565,6128,20,4,252.39,0,1.0,1,2,2,2,0,completed
AI-T06-LAN-CLA-R3,T06,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,3,6324,23190,4975,5083,18,3,177.0,1,1.0,1,2,2,2,0,completed
AI-T06-LAN-CLA-R4,T06,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,4,6347,24272,4733,5693,15,3,160.84,1,1.0,1,2,2,2,0,completed
AI-T06-LAN-CLA-R5,T06,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,claude-3-7-sonnet-20250219,5,6370,25225,5643,5626,9,3,216.73,1,1.0,1,2,2,2,0,completed
AI-T06-LAN-O3--R1,T06,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,1,6393,29546,5219,8976,20,4,246.21,0,1.0,1,2,2,2,0,completed
AI-T06-LAN-O3--R2,T06,LangGraph,644815f9e5bc52ad8f7a5227a456227e9c3e639b,o3-mini,2,6416,29351,5292,7942,12,3,211.18,1,1.0,1,2,2,2,0,completed
